Brand,Zap Enter Date,Gaming Compability,Operating System,Two in One,Weight,Series,CPU type,RAM Capacity,CPU speed,CPU model,CPU generation,Hard drive capacity,Hard drive Type,Optical Drive,Screen Size,Screen Resolution,Screen Type,FPS,Touch Screen,GPU,Web camera,Secutiry,Connectors,Wifi modal,Cellular modem,Min price,Max price,Page number,Memory type
Dell,2020,לא רלוונטי,Windows  10,ללא,"2.45 ק""ג",Precision,Intel Core i7,32 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,לא זמין,60 Hz,ללא,NVIDIA GeForce RTX3000,כולל,לא כולל,"RJ-45 , USB-C , HDMI , USB",כולל,לא כולל,"11,217","11,218",124,DDR4
Asus,2020,לא רלוונטי,Windows  10,ללא,"1.91 ק""ג",GX502LW,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce RTX 2070,לא רלוונטי,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון",לא זמין,לא כולל,"10,044","10,044",124,לא רלוונטי
Asus,2017,לא רלוונטי,Windows  10,ללא,"2.9 ק""ג",ROG Strix,Intel Core i7,32 GB,2800Mhz,7700HQ,דור 7,1000+256 GB,7200+SSD,לא כולל,17.3 אינטש,1920x1080,לא זמין,יעודכן בקרוב,ללא,NVIDIA GeForce GTX1070,יעודכן בקרוב,יעודכן בקרוב,"RJ-45 , DisplayPort , Card Reader , USB-C , HDMI , USB",כולל,לא כולל,"10,079","10,079",124,DDR4
Asus,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.9 ק""ג",ROG Zephyrus G15,AMD Ryzen 9,16 GB,1300Mhz,5900HS,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LCD,165 Hz,ללא,NVIDIA GeForce RTX 3070,לא כולל,לא כולל,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"10,091","10,091",124,DDR4
Acer,2021,לא רלוונטי,Windows  10,ללא,"2.5 ק""ג",Predator Helios,Intel Core i7,32 GB,2200Mhz,10870H,דור 10,2000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,240 Hz,ללא,NVIDIA GeForce RTX 3080,לא כולל,לא כולל,"RJ-45 , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",לא כולל,"10,299","10,299",124,DDR4
Dell,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.84 ק""ג",Precision,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,3840x2400,LCD,60 Hz,כולל,Nvidia Quadro T1000,כולל,קורא טביעות אצבע,"Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"11,144","11,145",124,DDR4
Lenovo,2020,לא רלוונטי,Windows  10,מסך מסתובב,"1.36 ק""ג",ThinkPad,Intel Core i7,16 GB,יעודכן בקרוב,10510U,דור 10,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Intel UHD Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","DisplayPort , USB-C , HDMI , USB",802.11ax,כולל,"10,150","10,150",124,DDR3
Asus,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.9 ק""ג",ROG Zephyrus G15,AMD Ryzen 9,16 GB,3000Mhz,5900HS,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LCD,60 Hz,ללא,NVIDIA GeForce RTX 3070,לא כולל,לא כולל,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"10,168","10,168",124,DDR4
Microsoft,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,Intel Core i7,16 GB,יעודכן בקרוב,יעודכן בקרוב,דור 11,512 GB,יעודכן בקרוב,יעודכן בקרוב,14.4 אינטש,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"10,190","10,190",124,יעודכן בקרוב
HP,מ 2022,לא רלוונטי,ללא,ללא,"2.3 ק""ג",Omen,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16.1 אינטש,2560x1440,LCD,לא זמין,ללא,NVIDIA GeForce RTX 3070,לא זמין,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , USB",לא זמין,לא כולל,"10,190","10,190",124,לא זמין
Lenovo,2019,לא רלוונטי,Windows  10,מסך מסתובב,"1.35 ק""ג",YOGA,Intel Core i7,16 GB,1300Mhz,1065G7,דור 10,1000 GB,SSD,לא כולל,14 אינטש,3840x2160,IPS,60 Hz,כולל,Intel Iris Graphics,1 מגה פיקסל,קורא טביעות אצבע,"USB-C , USB",כולל,לא כולל,"10,233","10,233",124,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.69 ק""ג",ThinkPad P1,Intel Core i9,16 GB,2400Mhz,10885H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA Quadro T1000 Max Q,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"11,250","11,284",124,DDR4
Dell,2021,לא רלוונטי,Windows 11 Pro,ללא,לא זמין,XPS13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,3840x2160,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,לא כולל,"12,278","12,280",124,DDR4
Acer,2020,לא רלוונטי,Windows  10,ללא,"2.1 ק""ג",Predator Triton,Intel Core i7,32 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,NVIDIA GeForce RTX 2070,כולל,לא כולל,"RJ-45 , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"10,289","10,289",124,DDR4
Dell,2020,לא רלוונטי,Windows  10,ללא,"3.08 ק""ג",Precision,Intel Core i9,16 GB,2400Mhz,9980HK,דור 9,512 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce RTX3000,כולל,לא כולל,"RJ-45 , USB-C , HDMI , USB",כולל,לא כולל,"10,390","10,390",124,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"2.74 ק""ג",ThinkPad P15,Intel Core i7,32 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA Quadro T2000,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , Bluetooth",802.11ax,לא כולל,"10,338","10,338",124,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.7 ק""ג",ThinkPad P1,Intel Core i7,32 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA Quadro T1000 Max Q,כולל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , HDMI , Bluetooth , USB",802.11ax,לא כולל,"10,390","10,390",124,DDR4
Lenovo,2021,לא רלוונטי,Windows 11 Home,ללא,"2.5 ק""ג",Legion 7,Intel Core i9,32 GB,3300Mhz,11980HK,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3080,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"14,593","14,690",124,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.13 ק""ג",ThinkPad X1 Carbon,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"11,594","11,594",125,DDR4
Gigabyte,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"10,396","10,396",125,יעודכן בקרוב
Lenovo,2019,לא רלוונטי,Windows  10,ללא,"1.7 ק""ג",ThinkPad,Intel Core i7,16 GB,2600Mhz,8850H,דור 8,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Nvidia Quadro P1000,כולל,"מצלמת IR , קורא טביעות אצבע","USB-C , HDMI , USB",כולל,לא כולל,"10,428","10,428",125,DDR4
Asus,2020,לא רלוונטי,Windows  10,ללא,"2.57 ק""ג",ROG Strix,Intel Core i7,32 GB,2300MHz,10875H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,240 Hz,ללא,NVIDIA GeForce RTX 2070,לא כולל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"10,431","10,431",125,DDR4
Lenovo,2018,לא רלוונטי,Windows  10,ללא,"1.7 ק""ג",ThinkPad,Intel Core i7,8 GB,2600Mhz,8850H,דור 8,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Nvidia Quadro P1000,כולל,קורא טביעות אצבע,"RJ-45 , USB-C , HDMI , USB",כולל,לא כולל,"10,452","10,452",125,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"3.49 ק""ג",ThinkPad P17,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA Quadro T2000,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"10,461","10,461",125,DDR4
Lenovo,2019,לא רלוונטי,Windows  10,ללא,"1.8 ק""ג",ThinkPad,Intel Core i7,16 GB,2600Mhz,9750H,דור 9,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce GTX1650,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Card Reader , USB-C , HDMI , USB",802.11ax,לא כולל,"10,469","10,469",125,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.49 ק""ג",Precision 7550,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA Quadro T2000,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Card Reader , HDMI , Bluetooth , USB",כולל,לא כולל,"10,490","10,490",125,DDR4
Lenovo,2019,לא רלוונטי,Windows  10,מסך מסתובב,"1.35 ק""ג",YOGA,Intel Core i7,16 GB,1300Mhz,1065G7,דור 10,512 GB,SSD,לא כולל,14 אינטש,3840x2160,IPS,60 Hz,כולל,Intel Iris Graphics,1 מגה פיקסל,קורא טביעות אצבע,"USB-C , USB",כולל,לא כולל,"10,496","10,496",125,DDR4
HP,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.02 ק""ג",ZBook Create G7,Intel Core i9,32 GB,2400Mhz,10885H,דור 10,1000 GB,לא זמין,לא כולל,15.6 אינטש,3840x2160,LCD,60 Hz,ללא,NVIDIA GeForce RTX 2070 Max-Q,1 מגה פיקסל,לא כולל,"DisplayPort , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"13,532","13,620",125,לא זמין
HP,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.76 ק""ג",ZBook,Intel Core i7,32 GB,2700MHz,10850H,דור 10,1000 GB,SSD,לא כולל,17.3 אינטש,3840x2160,LCD,60 Hz,ללא,NVIDIA Quardro RTX 3000,1 מגה פיקסל,מצלמת IR,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , USB",כולל,לא כולל,"14,550","14,550",125,לא זמין
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"2.42 ק""ג",XPS 17,Intel Core i9,64 GB,3300Mhz,11980HK,דור 11,2000 GB,SSD,לא כולל,17 אינטש,3840x2400,LCD,60 Hz,כולל,NVIDIA GeForce RTX 3060,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"17,059","17,490",125,DDR4
Lenovo,2018,לא רלוונטי,Windows  10,ללא,"1.99 ק""ג",ThinkPad,Intel Core i7,32 GB,1900Mhz,8650U,דור 8,512 GB,SSD,לא כולל,15.6 אינטש,3840x2160,"LED , IPS",60 Hz,ללא,NVIDIA Quadro P500,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , USB-C , HDMI , USB",כולל,לא כולל,"10,560","10,560",125,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.8 ק""ג",ThinkPad X1 Extreme,Intel Core i7,32 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,IPS,60 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"11,878","11,879",125,DDR4
Asus,2020,לא רלוונטי,Windows  10,ללא,"2.48 ק""ג",ROG Zephyrus,Intel Core i7,8 GB,2300MHz,10875H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce RTX 2080 SUPER,לא כולל,לא כולל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"12,279","13,999",125,DDR4
Lenovo,2020,לא רלוונטי,Windows  10,מסך מסתובב,"1.35 ק""ג",ThinkPad Yoga,Intel Core i7,16 GB,יעודכן בקרוב,10510U,דור 10,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Intel UHD Graphics 620,כולל,מצלמת IR,"USB-C , HDMI , USB",802.11ax,לא כולל,"10,590","10,590",125,DDR3
Lenovo,2018,לא רלוונטי,Windows  10,ללא,"1.8 ק""ג",ThinkPad,Intel Core i7,16 GB,2200Mhz,8750H,דור 8,512 GB,SSD,לא כולל,15.6 אינטש,3840x2160,IPS,60 Hz,כולל,NVIDIA GeForce GTX1050,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , USB-C , HDMI , USB",כולל,לא כולל,"10,682","10,682",125,DDR4
Dell,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.84 ק""ג",Precision 5550,Intel Core i9,16 GB,2400Mhz,10885H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1200,LCD,60 Hz,ללא,NVIDIA Quadro T2000,כולל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , Card Reader , USB-C , Bluetooth , USB",כולל,לא כולל,"12,746","12,990",125,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.84 ק""ג",Precision,Intel Core i7,32 GB,2300MHz,10875H,דור 10,32 GB,SSD,לא כולל,15.6 אינטש,1920x1080,לא זמין,60 Hz,ללא,NVIDIA Quadro T2000,כולל,לא זמין,"USB-C , Bluetooth , USB",802.11ax,לא כולל,"12,748","12,990",125,DDR4
Asus,2020,לא רלוונטי,Windows  10,ללא,"2.57 ק""ג",ROG Strix,Intel Core i7,32 GB,2300MHz,10875H,דור 10,1000+1000 GB,SSD+SSD,לא כולל,15.6 אינטש,1920x1080,IPS,240 Hz,ללא,NVIDIA GeForce RTX 2070,לא כולל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"11,968","11,968",125,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"2.34 ק""ג",ZenBook Pro Duo,Intel Core i9,32 GB,2500Mhz,11900H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,OLED,60 Hz,כולל,NVIDIA GeForce RTX 3080,כולל,מצלמת IR,"Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"13,975","13,975",125,DDR4
Dynabook,2019,לא רלוונטי,Windows  10,מסך נשלף,"1.39 ק""ג",Portage,Intel Core i7,16 GB,1800Mhz,8550U,דור 8,256 GB,SSD,לא כולל,13.3 אינטש,1920x1080,לא זמין,60 Hz,כולל,Intel HD Graphics 620,כולל,קורא טביעות אצבע,"VGA , HDMI , USB",כולל,לא כולל,"10,888","10,888",125,DDR3
Lenovo,2019,לא רלוונטי,Windows  10,מסך מסתובב,"1.4 ק""ג",ThinkPad Yoga,Intel Core i7,16 GB,יעודכן בקרוב,8565U,דור 8,512 GB,SSD,לא כולל,14 אינטש,2560x1440,IPS,60 Hz,כולל,Intel HD Graphics 620,כולל,קורא טביעות אצבע,"USB-C , HDMI , USB",כולל,כולל,"10,789","10,789",125,DDR3
Asus,2021,לא רלוונטי,Windows  10,ללא,"2.7 ק""ג",ROG Strix G17,AMD Ryzen 9,16 GB,3300Mhz,5900HX,דור 4,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,300 Hz,ללא,NVIDIA GeForce RTX 3060,לא כולל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"10,790","10,790",125,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,לא רלוונטי,"1.2 ק""ג",XPS 13,Intel Core i7,32 GB,3000Mhz,1185G7,דור 11,1000 GB,SSD,לא כולל,13.4 אינטש,3840x2400,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"אוזניות/מיקרופון , Bluetooth",כולל,לא כולל,"11,899","11,900",126,DDR4
Dell,2019,לא רלוונטי,Windows  10,מסך מסתובב,"1.32 ק""ג",XPS,Intel Core i7,32 GB,1300Mhz,1065G7,דור 10,1000 GB,SSD,לא כולל,13.4 אינטש,3840x2160,לא זמין,60 Hz,כולל,Intel Iris Graphics,1 מגה פיקסל,קורא טביעות אצבע,USB,כולל,לא כולל,"11,902","11,902",126,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"2.4 ק""ג",ProArt StudioBook,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000+1000 GB,SSD+SSD,לא כולל,16 אינטש,לא זמין,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,מצלמת IR,"RJ-45 , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"14,925","14,990",126,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,לא זמין,"1.39 ק""ג",ThinkPad X1 Yoga,Intel Core i7,32 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,מצלמת IR,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"12,043","12,043",126,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.05 ק""ג",XPS 15,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2400,LCD,60 Hz,כולל,NVIDIA GeForce RTX 3050 Ti,1 מגה פיקסל,לא כולל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI",לא זמין,לא כולל,"13,902","14,790",126,DDR4
Dell,2020,לא רלוונטי,Windows  10,ללא,"2.45 ק""ג",Precision,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,17.3 אינטש,1920x1080,LED,60 Hz,ללא,NVIDIA Quadro RTX 3000,כולל,לא כולל,"RJ-45 , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"11,077","11,077",126,DDR4
Dynabook,2021,לא רלוונטי,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"10,989","10,989",126,יעודכן בקרוב
Lenovo,2020,לא רלוונטי,Windows  10,מסך מסתובב,"1.36 ק""ג",ThinkPad,Intel Core i7,16 GB,4900Mhz,10510U,דור 10,1000 GB,SSD,לא כולל,14 אינטש,3840x2160,IPS,60 Hz,כולל,Intel UHD Graphics,כולל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , DisplayPort , USB-C , HDMI , USB",802.11ax,כולל,"10,999","10,999",126,DDR3
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.01 ק""ג",XPS 15 9510,Intel Core i9,32 GB,2500Mhz,11900H,דור 11,2000 GB,SSD,לא כולל,15.6 אינטש,3840x2400,LCD,60 Hz,כולל,NVIDIA GeForce RTX 3050 Ti,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , Card Reader , USB-C , Bluetooth , USB",WiFi 6,לא כולל,"13,714","13,851",126,DDR4
Dell,2020,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.27 ק""ג",XPS 13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,13.4 אינטש,3840x2400,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,לא כולל,"12,023","12,558",126,DDR4
Asus,2020,לא רלוונטי,Windows  10,ללא,"2.1 ק""ג",ROG Zephyrus,Intel Core i7,32 GB,2300MHz,10875H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,300 Hz,ללא,NVIDIA GeForce RTX 2080,לא כולל,לא כולל,"Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , USB","WiFi 6 , 802.11ax",לא כולל,"12,050","12,190",126,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.84 ק""ג",Precision 5550,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,3840x2400,LCD,60 Hz,כולל,Nvidia Quadro T1000,כולל,קורא טביעות אצבע,"Card Reader , USB-C , Bluetooth , USB",כולל,לא כולל,"11,090","11,090",126,DDR4
Lenovo,2019,לא רלוונטי,Windows  10,מסך מסתובב,"1.4 ק""ג",ThinkPad Yoga,Intel Core i7,16 GB,יעודכן בקרוב,8650U,דור 8,1000 GB,SSD,לא כולל,14 אינטש,3840x2160,IPS,60 Hz,כולל,Intel HD Graphics 620,כולל,"מצלמת IR , קורא טביעות אצבע","USB-C , HDMI , USB",כולל,כולל,"11,237","11,237",126,DDR3
Asus,2021,לא רלוונטי,Windows  10,ללא,"2.7 ק""ג",ROG Strix,AMD Ryzen 7,32 GB,3200MHz,5800H,דור 4,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,300 Hz,ללא,NVIDIA GeForce RTX 3080,לא כולל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"12,440","12,441",126,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"2.74 ק""ג",ThinkPad P15,Intel Core i7,32 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,IPS,60 Hz,ללא,NVIDIA Quadro T2000,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"11,327","11,327",126,DDR4
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.9 ק""ג",ROG Zephyrus G15,AMD Ryzen 9,32 GB,3300Mhz,5900HS,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LCD,60 Hz,ללא,NVIDIA GeForce RTX 3080,לא כולל,לא כולל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"13,780","13,780",126,DDR4
Lenovo,2019,לא רלוונטי,Windows  10,ללא,"1.7 ק""ג",ThinkPad,Intel Core i7,16 GB,2600Mhz,8850H,דור 8,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Nvidia Quadro P2000,כולל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , USB-C , HDMI , USB",כולל,לא כולל,"11,402","11,402",126,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.83 ק""ג",XPS15,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,60 Hz,כולל,NVIDIA GeForce GTX1650,1 מגה פיקסל,לא כולל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,לא כולל,"13,438","14,400",126,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.87 ק""ג",ThinkPad P15,Intel Core i9,32 GB,2600Mhz,11950H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,IPS,60 Hz,ללא,NVIDIA RTX A3000,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"13,490","13,490",126,DDR4
